Año;Mes de choque;Rango horario;Cantidad de lesionados;Lugar del accidente;Coordenada X;Coordenada Y
2016;FEBRERO;0 a 5:59;1;BUENOS AIRES Y PELLEGRINI;5440588,46;6353668,14
2016;Septiembre;0 a 5:59;1;ESPAÑA Y KHANTUTA;5438610,22;6347678,11
2016;Enero;0 a 5:59;1;MITRE Y SAN LUIS;5440134,62;6354716,4
2016;Noviembre;0 a 5:59;1;CARLOS COLOMBRES 1610;5435952,79;6360518,99
2016;Agosto;0 a 5:59;1;MARIANO MORENO Y SAN JUAN;5439077,14;6354804,28
2016;Septiembre;0 a 5:59;1;ESPAÑA Y PELLEGRINI;5439296,28;6353933,58
2016;Enero;0 a 5:59;1;ITALIA Y MR ROSS;5438460,56;6350520,57
2016;FEBRERO;0 a 5:59;1;BERMUDEZ Y LAMADRID;5439925,52;6349376,54
2016;Septiembre;0 a 5:59;1;25 DE MAYO Y MENDOZA;5432430,88;6355584,28
2016;Agosto;0 a 5:59;1;BELGRANO Y DEL HUERTO;5440609,68;6355587,63
2016;Septiembre;0 a 5:59;1;CORRIENTES Y PELLEGRINI;5439684,94;6353853,84
2016;Diciembre;0 a 5:59;1;ENTRE RIOS Y SAN LORENZO;5440115,78;6355290,22
2016;Julio;0 a 5:59;1;ALEM Y SEGUI;5440502,7;6351164,26
2016;FEBRERO;0 a 5:59;1;JUAN PABLO II Y NUESTRA SRA DEL ROSARIO;5435737.2899999535;6348870.849999966
2016;Septiembre;0 a 5:59;1;JORGE NEWBERY 9449;5427674,18;6358975,41
2016;Octubre;0 a 5:59;1;OROÑO Y URIBURU;5437809,62;6349972,48
2016;FEBRERO;0 a 5:59;1;CAFFERATA Y SEGUI;5436506,48;6351986,33
2016;Enero;0 a 5:59;1;COLOMBIA Y PASCO;5433083,2;6354421,12
2016;Abril;0 a 5:59;1;25 DE MAYO Y 27 DE FEBRERO;5432600,986;6353467,857
2016;Septiembre;0 a 5:59;2;SANTA FE Y SANTIAGO;5438685,39;6355472,47
2016;Julio;0 a 5:59;2;GARAY Y ROUILLON;5434439,84;6352769,89
2016;Septiembre;0 a 5:59;2;SANTA FE Y VERA MUJICA;5437667,4;6355682,73
2016;Octubre;0 a 5:59;1;ALBERDI Y J J PASO;5436174,44;6357957,89
2016;Octubre;0 a 5:59;1;25 DE MAYO Y OROÑO;5437906,56;6347496,74
2016;Noviembre;0 a 5:59;1;3 DE FEBRERO Y PTE ROCA;5439529,09;6354408,47
2016;FEBRERO;0 a 5:59;1;MENDOZA Y PERU;5433473,03;6355626,1
2016;Junio;0 a 5:59;2;PUEYRREDON Y SAN LUIS;5438468,11;6355058,85
2016;marzo;0 a 5:59;1;CERRITO Y PARAGUAY;5439451,14;6353371,15
2016;Enero;0 a 5:59;1;CIRCUNVALACION Y EUDURO CARRASCO;5435382,987;6363179,013
2016;Julio;0 a 5:59;1;MONTEAGUDO Y VELEZ SARSFIELD;5437565,14;6357373,17
2016;Julio;0 a 5:59;1;ALBERT SABIN Y RUBEN DARIO;5435758,56;6357704,53
2016;FEBRERO;0 a 5:59;1;25 DE MAYO Y EVA PERON;5432339,37;6356628,37
2016;marzo;0 a 5:59;1;ALBERT SABIN Y J J PASO;5435560,615;6357933,725
2016;marzo;0 a 5:59;1;BELGRANO Y PELLEGRINI;5441934,863;6353392,615
2016;Octubre;0 a 5:59;1;GUTENBERG Y URQUIZA;5435805,8;6356312,08
2016;Junio;0 a 5:59;1;ECHEVERRIA Y JUAN JOSE PASO;5437106,32;6358003,74
2016;marzo;0 a 5:59;1;ALVEAR Y ZEBALLOS;5438585,28;6354344,34
2016;Diciembre;0 a 5:59;1;MORENO Y URQUIZA;5439240,83;6355603,89
2016;Enero;0 a 5:59;1;SAN MARTIN Y SEGUI;5439769,758;6351314,942
2016;Julio;0 a 5:59;1;MATHEU Y RONDEAU;5435035,15;6361378,2
2016;FEBRERO;0 a 5:59;1;DEL CAMINANTE 4299;5435457,05;6363206,94
2016;marzo;0 a 5:59;1;CRESPO Y SAAVEDRA;5436787,24;6352061,18
2016;Enero;0 a 5:59;2;LAMADRID Y OROÑO;5437832,005;6349286,66
2016;Noviembre;0 a 5:59;1;BATLLE ORDOÑEZ Y DORREGO;5438301,24;6348000,18
2016;FEBRERO;0 a 5:59;1;SAN NICOLAS Y URQUIZA;5437206,61;6356022,57
2016;Septiembre;0 a 5:59;1;SIN DATOS;;
2016;Diciembre;0 a 5:59;1;PELLEGRINI Y PROVINCIAS UNIDAS;5433399,41;6354695,72
2016;FEBRERO;0 a 5:59;1;OVIDIO LAGOS Y PELLEGRINI;5437895,87;6354223,46
2016;Noviembre;0 a 5:59;2;AVELLANEDA Y ZEBALLOS;5436293,84;6354817,69
2016;Octubre;0 a 5:59;1;EUDORO CARRASCO Y MARTIN FIERRO;5435582,79;6362751,14
2016;Diciembre;0 a 5:59;1;PROVINCIAS UNIDAS 1400;5433403,84;6355134,17
2016;Julio;0 a 5:59;1;OVIDIO LAGOS Y SEGUI;5437424,48;6351797,02
2016;Junio;0 a 5:59;1;PTE PERON Y SOLIS;5434327,39;6353056,77
2016;Octubre;0 a 5:59;1;ESCALADA CELEDONIO 1;5438175,86;6356668,12
2016;Julio;0 a 5:59;2;PUEYRREDON Y TUCUMAN;5438633,79;6355863,25
2016;Abril;0 a 5:59;1;BALCARCE Y SAN JUAN;5438949,63;6354830,51
2016;Diciembre;0 a 5:59;1;CORRIENTES Y MONTEVIDEO;5439711,23;6353981,28
2016;Noviembre;0 a 5:59;1;ARIJON Y OROÑO;5437858,29;6348633,53
2016;Octubre;0 a 5:59;1;GARAY Y LARREA;5434905,48;6352787,66
2016;FEBRERO;0 a 5:59;1;GUATEMALA Y VOLTA;5433008,53;6353564,24
2016;Enero;0 a 5:59;1;GABOTO Y SARMIENTO;5439711,38;6351990,18
2016;Enero;0 a 5:59;1;OVIDIO LAGOS 7400;5436376,912;6346251,155
2016;FEBRERO;0 a 5:59;1;REAL 9300;5428103,86;6357860,14
2016;Diciembre;0 a 5:59;2;3 DE FEBRERO Y OROÑO;5438762,41;6354564,47
2016;Diciembre;0 a 5:59;1;CRESPO 3900;5436665,4;6351541,79
2016;FEBRERO;0 a 5:59;1;BALCARCE Y GUEMES;5439274,52;6356407,18
2016;Enero;0 a 5:59;1;ALSINA Y PELLEGRINI;5436496,39;6354510,52
2016;Diciembre;0 a 5:59;1;CONSTITUCION 800;5436982,4;6355654,84
2016;Noviembre;0 a 5:59;1;OCAMPO Y SOLIS;5434301,56;6353681,61
2016;Abril;0 a 5:59;1;PELLEGRINI Y SAN MARTIN;5440215,935;6353744,875
2016;Abril;0 a 5:59;1;AREVALO Y PROVINCIAS UNIDAS;5433308,2;6356683,1
2016;Octubre;0 a 5:59;1;25 DE MAYO Y SEGUI;5433055,88;6352279,75
2016;Octubre;0 a 5:59;1;CARLOS COLOMBRES Y CASTAGNINO;5435885,12;6360546,54
2016;Julio;0 a 5:59;1;BELGRANO Y SAN MARTIN;5440618,05;6355597,17
2016;Enero;0 a 5:59;1;CARRASCO EUDURO Y MASSA;5435481.0399999535;6363105.86000008
2016;marzo;0 a 5:59;1;FELIPE MORE Y SAN LUIS;5435148,16;6355726,55
2016;Diciembre;0 a 5:59;1;SAN LUIS 500;5441042,18;6354545,37
2016;Septiembre;0 a 5:59;1;AVELLANEDA Y BIEDMA;5435691,17;6351887,13
2016;Diciembre;0 a 5:59;1;PINTOR MUSTO 699;5434671.1062433105;6363066.442981219
2016;marzo;0 a 5:59;1;COSTANERA Y ESCAURIZA;5435613,581;6362221,448
2016;Julio;0 a 5:59;1;ABANDERADO GRANDOLI Y BIEDMA;5441283,42;6350736,8
2016;Enero;0 a 5:59;1;MORENO Y SAN JUAN;5439077,14;6354804,28
2016;Noviembre;0 a 5:59;1;GUAYAQUIL Y MAZZA;5435398,26;6361905,67
2016;Junio;0 a 5:59;1;FERREYRA Y JUAN B JUSTO;5436351,31;6358555,91
2016;Enero;0 a 5:59;1;27 DE FEBRERO Y ENTRE RIOS;5439580,26;6352681,655
2016;Agosto;0 a 5:59;2;AVELLANEDA Y CARBALLO;5436880,35;6357668,52
2016;Junio;0 a 5:59;2;ITALIA Y RUEDA;5438853,47;6352432,32
2016;Enero;0 a 5:59;1;CAMILO ALDAO Y RIVERO;5435063.53;6351835.19
2016;Agosto;0 a 5:59;1;SAN LUIS Y SERVANDO BAYO;5435921,3;6355585,15
2016;Diciembre;0 a 5:59;2;CASTRO BARROS Y SANCHEZ DE BUSTAMANTE;5441174,02;6348891,22
2016;Noviembre;0 a 5:59;1;ENTRE RIOS Y SANTA FE;5440094,26;6355184,26
2016;marzo;0 a 5:59;2;MITRE Y MONTEVIDEO;5439973,9;6353927,22
2016;Enero;0 a 5:59;2;CENTENARIO R CENTRAL Y GENOVA;5437033,68;6358459,34
2016;Octubre;0 a 5:59;1;ESMERALDA 4212;5440969,18;6350257
2016;Octubre;0 a 5:59;1;OCAMPO Y SOLIS;5434301,56;6353681,61
2016;Julio;0 a 5:59;1;3 DE FEBRERO Y SUIPACHA;5437744,6;6354774,27
2016;marzo;0 a 5:59;3;3 DE FEBRERO Y LAVALLE;5436472,14;6355037,04
2016;Junio;0 a 5:59;1;AVELLANEDA Y CORDOBA;5436490,115;6355769,82
2016;marzo;0 a 5:59;1;OV LAGOS 5300;5436920,248;6349052,806
2016;Agosto;0 a 5:59;1;ALSINA Y CORDOBA;5436745,71;6355717,07
2016;Octubre;0 a 5:59;1;BAIGORRIA Y JUAN PABLO II;5432692,72;6360765,16
2016;Enero;0 a 5:59;1;AURORA Y IRIONDO;5436252,05;6349054,8
2016;Agosto;0 a 5:59;1;AMENABAR 3629;5436496,8;6352769,33
2016;FEBRERO;0 a 5:59;2;25 DE MAYO Y 27 DE FEBRERO;5432600,99;6353467,86
2016;Noviembre;0 a 5:59;1;ARIJON Y PTE ROCA;5438671,54;6348667,82
2016;Julio;0 a 5:59;1;CONSTITUCION Y DR RIVAS;5436147,5;6351528,73
2016;Enero;0 a 5:59;1;CIRCUNVALACION Y JORGE NEWBERY;5432107,5;6359164,94
2016;Abril;0 a 5:59;1;3 DE FEBRERO Y PUEYRREDON;5438381,84;6354642,91
2016;Enero;0 a 5:59;1;AVELLANEDA Y CORDOBA;5436490,115;6355769,82
2016;FEBRERO;0 a 5:59;2;CAFFERATA Y CENTENO;5436375,9;6351349,34
2016;Septiembre;0 a 5:59;1;AU ROS BS AS KM 259;;
2016;Diciembre;0 a 5:59;1;3 DE FEBRERO Y PTE ROCA;5439529,09;6354408,47
2016;marzo;0 a 5:59;1;MORE FELIPE Y PTE PERON;5435203,41;6353587,335
2016;Enero;0 a 5:59;1;BAIGORRIA Y MOLINA;5434061,2;6360778,83
2016;Enero;0 a 5:59;1;CERESETO Y MADRE CABRINI;5437039,46;6348379,21
2016;FEBRERO;0 a 5:59;2;ARIJON Y PARAGUAY;5438817,57;6348668,75
2016;Junio;0 a 5:59;1;25 DE MAYO Y EVA PERON;5432339,368;6356628,373
2016;FEBRERO;0 a 5:59;1;BATTLE ORDONEZ Y PARAGUAY;5438845,15;6348028,15
2016;Enero;0 a 5:59;1;ENTRE RIOS Y OCAMPO;5439605,87;6352808,68
2016;Enero;0 a 5:59;1;MARADONA 5770;5434516,154;6351278,383
2016;Junio;0 a 5:59;1;DEAN FUNES Y MONTES CARBALLO;5431561,277;6352520,075
2016;Julio;0 a 5:59;1;ITUZAINGO Y PROVINCIAS UNIDAS;5433415,2;6354295,43
2016;Noviembre;0 a 5:59;1;ENTRE RIOS Y JUJUY;5440250,82;6355939,4
2016;Enero;0 a 5:59;1;GALVEZ Y LAPRIDA;5440181,73;6352424,73
2016;Junio;0 a 5:59;1;CONVENCION Y FALCON;5441569,32;6351808,32
2016;Junio;0 a 5:59;1;3 DE FEBRERO Y CORRIENTES;5439788,6;6354355,36
2016;Octubre;0 a 5:59;1;25 DE MAYO Y J M GUTIERREZ;;
2016;Octubre;0 a 5:59;1;PAVON Y SANTA ROSA DE LIMA;5440691,11;6349953,37
2016;Agosto;0 a 5:59;1;OVIDIO LAGOS Y SEGUI;5437424,48;6351797,02
2016;Septiembre;0 a 5:59;1;OROÑO Y SANTA FE;5438938,66;6355421,01
2016;Octubre;0 a 5:59;1;AVELLANEDA Y SEGUI;5435743,03;6352143,77
2016;Julio;0 a 5:59;1;J CASALS Y SANGUINETTI;5434788,56;6352122,22
2016;FEBRERO;0 a 5:59;1;ALBERT SABIN Y CASILDA;5436602,25;6356983,27
2016;Enero;0 a 5:59;2;ESPAÑA Y MONTEVIDEO;5439321,3;6354061
2016;Diciembre;0 a 5:59;1;OROÑO Y SALTA;5439067,26;6356045,74
2016;Noviembre;0 a 5:59;2;CELEDONIO ESCALADA Y VENESIA;5438115.42193;6356835.92435
2016;FEBRERO;0 a 5:59;1;CORDOBA Y FRANCIA;5437763,28;6355507
2016;Abril;0 a 5:59;1;MONTEVIDEO Y SARMIENTO;5440103,4;6353900,51
2016;Enero;0 a 5:59;1;COLOMBRES Y RIVAROLA;5432243;6352735,91
2016;Diciembre;0 a 5:59;1;BELGRANO Y PELLEGRINI;5441934,86;6353392,62
2016;Diciembre;0 a 5:59;1;CORDOBA Y EVA PERON;5436481,85;6355771,52
2016;Agosto;0 a 5:59;1;BATTLE ORDOÑEZ Y OROÑO;5437889,55;6347976,22
2016;Noviembre;0 a 5:59;1;MITRE Y SANTA FE;5440225,46;6355157,22
2016;marzo;0 a 5:59;1;CULLEN Y GENOVA;5433597,8;6358320,92
2016;Diciembre;0 a 5:59;1;CORDOBA Y OROÑO;5438908,01;6355271,03
2016;Diciembre;0 a 5:59;1;CORDOBA 8900;5429190.227446144;6357192.930760279
2016;Noviembre;0 a 5:59;1;HILARION DE LA QUINTANA Y LEIVA;5440376,42;6348971,29
2016;Junio;0 a 5:59;1;COCHABAMBA Y ENTRE RIOS;5439788,84;6353700,05
2016;FEBRERO;0 a 5:59;1;MR ROSS Y SAN MARTIN;5439597,02;6350286,8
2016;Septiembre;0 a 5:59;1;CACHI Y MARTINEZ ESTRADA EZEQUIEL;5431716.41;6358834.3
2016;Septiembre;0 a 5:59;1;RONDEAU 3800;5434765,99;6362271,59
2016;marzo;0 a 5:59;1;ALBERDI 600;5436259.589296947;6357791.559063689
2016;Julio;0 a 5:59;1;WHEELWRIGHT;;
2016;Junio;0 a 5:59;1;SARMIENTO Y TUCUMAN;5440424,85;6355487,49
2016;Octubre;0 a 5:59;1;25 DE MAYO Y POLLEDO;5432607,48;6360845,77
2016;Enero;0 a 5:59;1;DE LAS PALMERAS Y RIVAROLA;5431466,77;6352699,09
2016;marzo;0 a 5:59;1;BELGRANO Y SAN MARTIN;5440618,052;6355597,17
2016;marzo;0 a 5:59;1;DE LAS PALMERAS Y IRURTIA;5431452,74;6352605,05
2016;marzo;0 a 5:59;1;25 DE MAYO Y MENDOZA;5432430,879;6355584,276
2016;Abril;0 a 5:59;1;ALEM 1800;5440956,811;6353446,379
2016;Abril;0 a 5:59;1;DEAN FUNES Y VALPARAISO;5435564,99;6352579,53
2016;Diciembre;0 a 5:59;1;25 DE MAYO Y OROÑO;5437906,56;6347496,74
2016;Septiembre;0 a 5:59;1;DEAN FUNES Y TTE AGNETA;5434670.16;6352649.89
2016;Septiembre;0 a 5:59;1;ACEVEDO Y EVA PERON;5429866,23;6357100,75
2016;Junio;0 a 5:59;1;25 DE MAYO Y URIBURU;5434425,189;6349866,323
2016;Agosto;0 a 5:59;1;MITRE Y SAN LORENZO;5440247,43;6355261,99
2016;Julio;0 a 5:59;1;25 DE MAYO Y JUAN JOSE PASO;5432314,79;6357797,78
2016;Julio;0 a 5:59;1;EVA PERON 6000;5434070,86;6356247,4
2016;Enero;0 a 5:59;1;ANCHORENA Y OROÑO;5437832,285;6349214,96
2016;Junio;0 a 5:59;1;CULLEN Y ESQUIU;5433607,08;6357530,09
2016;FEBRERO;0 a 5:59;1;NECOCHEA 3900;5440793,79;6350700,91
2016;Julio;0 a 5:59;1;IRIONDO Y PTE QUINTANA;5436555,92;6351577,62
2016;Diciembre;0 a 5:59;1;AMEGHINO 700;5439903,08;6350372,48
2016;Noviembre;0 a 5:59;1;COLOMBIA Y LA PAZ;5433103,96;6353891,75
2016;Enero;0 a 5:59;1;1 DE MAYO Y URIBURU;5440145,23;6350092,945
2016;Abril;0 a 5:59;1;E LOPEZ Y FRANCIA;5438139,327;6357311,572
2016;Junio;0 a 5:59;1;SANTA FE Y SUIPACHA;5437921,98;6355630,19
2016;Septiembre;0 a 5:59;1;AVELLANEDA Y SANTA FE;5436521,05;6355919,14
2016;Julio;0 a 5:59;1;ENTRE RIOS Y TUCUMAN;5440167,99;6355546,49
2016;Noviembre;0 a 5:59;4;MITRE Y MONTEVIDEO;5439973,9;6353927,22
2016;Diciembre;0 a 5:59;1;25 DE MAYO Y OROÑO;5437906,56;6347496,74
2016;Julio;0 a 5:59;1;AMEGHINO Y SAN MARTIN;5439618,92;6350415,6
2016;Junio;0 a 5:59;2;ACEVEDO Y OVIDIO LAGOS;5437221,15;6350782,69
2016;Agosto;0 a 5:59;1;SAN MARTIN Y SEGUI;5439769,76;6351314,94
2016;Septiembre;0 a 5:59;1;LARREA Y VIRASORO;5434884,86;6353306,9
2016;Diciembre;0 a 5:59;1;27 DE FEBRERO Y OROÑO;5438422,74;6352919,97
2016;Noviembre;0 a 5:59;1;ACEVEDO ING. ARTURO Y OVIDIO LAGOS;5437221,15;6350782,69
2016;FEBRERO;0 a 5:59;1;SANTIAGO Y TUCUMAN;5438760,55;6355837,08
2016;Julio;0 a 5:59;1;EVA PERON Y WILDE;5430870,25;6356926,32
2016;Noviembre;0 a 5:59;1;ANCHORIS 2899;5434254,04;6361554,49
2016;Enero;0 a 5:59;1;LA PAZ 4400;5435692,149;6353896,122
2016;Enero;0 a 5:59;1;SEGUI 3500;5436489,327;6351964,765
2016;Junio;0 a 5:59;1;LOUREIRO Y SORRENTO;5434072,38;6359257,28
2016;Abril;0 a 5:59;2;BARRA Y RIOBAMBA;5433963,98;6354058,04
2016;Agosto;0 a 5:59;1;ESPAÑA Y RIOBAMBA;5439164,56;6353297,52
2016;Julio;0 a 5:59;1;LARREA Y MONTEVIDEO;5434825,97;6354876,82
2016;Julio;0 a 5:59;1;25  DE MAYO Y OVIDIO LAGOS;5436741,95;6348141,68
2016;Noviembre;0 a 5:59;1;CASIANO CASAS Y SUPERI;5433135,72;6360421,24
2016;Agosto;0 a 5:59;1;CAMPBELL Y EVA PERON;5433759,58;6356332,76
2016;Julio;0 a 5:59;1;CASIANO CASAS Y WASHINGTON;5434435,06;6359706,28
2016;Abril;0 a 5:59;1;25 DE MAYO Y PTE PERON;5432977,96;6352241,669
2016;Abril;0 a 5:59;1;BIEDMA Y OVIDIO LAGOS;5437373,93;6351541,6
2016;Junio;0 a 5:59;1;FELIPE MORE Y MENDOZA;5435129,7;6355454,39
2016;Octubre;0 a 5:59;1;CORRIENTES Y VIRASORO;5439395,97;6352453,51
2016;Octubre;0 a 5:59;1;SAN NICOLAS Y PTE QUINTANA;5436300,96;6351630,09
2016;Octubre;0 a 5:59;1;COCHABAMBA Y PARAGUAY;5439529,28;6353753,21
2016;Agosto;0 a 5:59;1;ACCESO SUR MANO S;;
2016;Noviembre;0 a 5:59;1;BALCARCE Y RIOJA;5439009,1;6355117,84
2016;Noviembre;0 a 5:59;1;CAFFERATA Y SAN JUAN;5437169,54;6355196,88
2016;Enero;0 a 5:59;1;9 DE JULIO Y PTE ROCA;5439504,54;6354291,31
2016;Junio;0 a 5:59;1;CERRITO Y GUTEMBERG;5435372,33;6354211,7
2016;Junio;0 a 5:59;1;JUAN MANUEL DE ROSAS Y SAN JUAN;5440887,6;6354419,55
2016;Octubre;0 a 5:59;1;ECHEVERRIA Y JUNIN;5437138,73;6357159,6
2016;Junio;0 a 5:59;1;25 DE MAYO Y PTE PERON;5432977,96;6352241,669
2016;Enero;0 a 5:59;1;NANSEN;5436527,526;6359127,944
2016;Agosto;0 a 5:59;2;LIMA Y PTE PERON;5435655,22;6353652,59
2016;marzo;0 a 5:59;1;EVA PERON Y MORE FELIPE;5435135,54;6356048,25
2016;FEBRERO;0 a 5:59;1;PTE PERON 8100;5431853,32;6351584,27
2016;Agosto;0 a 5:59;2;SANTA FE Y VERA MUJICA;5437667,4;6355682,73
2016;Enero;0 a 5:59;1;CASIANO CASAS Y SUPERI;5433135,72;6360421,24
2016;Junio;0 a 5:59;1;25 DE MAYO Y PELLEGRINI;5432305,954;6354715,893
2016;marzo;0 a 5:59;1;CAFFERATA Y SAN JUAN;5437169,54;6355196,88
2016;marzo;0 a 5:59;1;SALTA 2200;5439048,325;6356064,661
2016;Agosto;0 a 5:59;1;ARIJON Y MORENO;5438142,2;6348645,71
2016;FEBRERO;0 a 5:59;1;ALVAREZ THOMAS Y BAIGORRIA;5435559,12;6361149,1
2016;Septiembre;0 a 5:59;1;J J PASO Y VENEZUELA;5432148,14;6357792,19
2016;Octubre;0 a 5:59;2;JUJUY Y SUIPACHA;5438078,23;6356387,2
2016;Noviembre;0 a 5:59;1;CAFFERATA Y CORDOBA;5437254,84;6355611,96
2016;Julio;0 a 5:59;1;SAN LORENZO;;
2016;Mayo;0 a 5:59;1;MAIPU Y PELLEGRINI;5440334,325;6353720,495
2016;Noviembre;0 a 5:59;1;CAFFERATA Y SANTA FE;5437285,69;6355761,45
2016;Enero;0 a 5:59;1;EUDORO CARRASCO Y PAGOLARGO;5435632,58;6362494,18
2016;Agosto;0 a 5:59;1;ARIJON Y AYACUCHO;5440559,61;6348746,89
2016;Julio;0 a 5:59;1;BERUTI Y RIOBAMBA;5441638,12;6352789,04
2016;Julio;0 a 5:59;1;DORREGO Y SEGUI;5438543,16;6351566,96
2016;Noviembre;0 a 5:59;1;FRANCIA Y SEGUI;5437015,88;6351881,28
2016;Septiembre;0 a 5:59;1;LA PAZ Y SAN NICOLAS;5436720,91;6353668,07
2016;Agosto;0 a 5:59;1;FRANCIA 4500;5436616,59;6349939,15
2016;Octubre;0 a 5:59;1;DE ANGELIS Y JUAN JOSE PASO;5434630,05;6357895,63
2016;Diciembre;0 a 5:59;1;PUCCIO Y RONDEAU;5435250,23;6360673,92
2016;Enero;0 a 5:59;1;AMEGHINO;5440823,509;6350183,521
2016;marzo;0 a 5:59;1;GALVEZ Y MORE FELIPE;5435208,51;6353449,61
2016;Noviembre;0 a 5:59;1;OVIDIO LAGOS Y SEGUI;5437424,48;6351797,02
2016;Septiembre;0 a 5:59;1;GARIBALDI Y OROÑO;5438003,53;6350880,49
2016;Octubre;0 a 5:59;1;RONDEAU Y URIARTE;5435346,94;6360204,52
2016;Septiembre;0 a 5:59;1;PTE PERON Y SAN NICOLAS;5436750,46;6353810,73
2016;Enero;0 a 5:59;1;LA PAZ Y LIMA;5435701,87;6353878,8
2016;Diciembre;0 a 5:59;1;BARRA Y FRANKLIN;5433770,67;6358124,99
2016;Octubre;0 a 5:59;1;FRANCIA 4900;5436626,36;6349585,81
2016;Noviembre;0 a 5:59;1;CASIANO CASAS Y SUPERI;5433135,72;6360421,24
2016;Septiembre;0 a 5:59;1;SAN JOSE DE CALASANZ 8500;5430406,18;6355594,42
2016;Julio;0 a 5:59;1;CASIANO CASAS Y F NETRI;5434587,92;6359573,36
2016;Junio;0 a 5:59;2;GALVEZ Y MITRE;5439686,59;6352526,17
2016;Junio;0 a 5:59;1;OVIDIO LAGOS Y LA RUTA 18;5438341,833;6356452,379
2016;Septiembre;0 a 5:59;1;JORGE NEWBERY 9400;5427775,17;6359009,26
2016;Noviembre;0 a 5:59;1;25 DE MAYO Y 27 DE FEBRERO;5432600,99;6353467,86
2016;Noviembre;0 a 5:59;1;25 DE MAYO Y SEGUI;5433055,88;6352279,75
2016;FEBRERO;0 a 5:59;1;25 DE MAYO Y OVIDIO LAGOS;5436741,95;6348141,68
2016;Junio;0 a 5:59;1;BELGRANO Y TUCUMAN;5440677,567;6355443,095
2016;marzo;0 a 5:59;1;AMENABAR Y IRIONDO;5436791,79;6352723,72
2016;Diciembre;0 a 5:59;1;FOREST Y SOLIS;5434239,51;6355290,94
2016;Noviembre;0 a 5:59;1;CHICLANA Y J C PAZ;5435680,99;6359881,21
2016;FEBRERO;0 a 5:59;1;PTE PERON Y SAN NICOLAS;5436750,46;6353810,73
2016;Enero;0 a 5:59;1;MATIENZO Y SAN LORENZO;5435008,32;6356320,04
2016;Octubre;0 a 5:59;1;25 DE MAYO Y MENDOZA;5432430,88;6355584,28
2016;Agosto;0 a 5:59;1;PELLEGRINI 1418;5439667,98;6353880,86
2016;Junio;0 a 5:59;1;DR RIVAS Y SAN MARTIN;5439686,98;6350800,135
2016;Noviembre;0 a 5:59;2;GALLINI Y GENOVA;5435526,43;6358401,72
2016;Agosto;0 a 5:59;1;CORDOBA Y LAPRIDA;5440723,85;6354881,5
2016;Agosto;0 a 5:59;1;AVELLANEDA Y SANTA FE;5436521,05;6355919,14
2016;Septiembre;0 a 5:59;1;ABANDERADO GRANDOLI Y CENTENO;5441267,96;6350342,25
2016;Diciembre;0 a 5:59;1;SANTIAGO 500;5438716,44;6355697,41
2016;Junio;0 a 5:59;1;LAPRIDA Y VIAMONTE;5440260,86;6352806,78
2016;Diciembre;0 a 5:59;1;ILLIA Y OROÑO;5439191,03;6356647,37
2016;Agosto;0 a 5:59;1;GARIBALDI Y ROUILLON;5434275,64;6356889,62
2016;Septiembre;0 a 5:59;1;OROÑO Y ZEBALLOS;5438711,67;6354318,29
2016;Septiembre;0 a 5:59;1;25 DE MAYO Y AVELLANEDA;5435573,49;6348944,39
2016;Junio;0 a 5:59;1;9 DE JULIO Y VALPARAISO;5436065,85;6354999,2
2016;Octubre;0 a 5:59;1;25 DE MAYO Y MENDOZA;5432430,88;6355584,28
2016;Agosto;0 a 5:59;1;CULLEN Y GENOVA;5433597,8;6358320,92
2016;Junio;0 a 5:59;1;9 DE JULIO Y OROÑO;5438738,205;6354447,03
2016;Julio;0 a 5:59;1;ITALIA Y SAN JUAN;5439330,93;6354751,88
2016;FEBRERO;0 a 5:59;1;MARTINEZ ESTRADA Y PROVINCIAS UNIDAS;5433207,66;6358894,1
2016;Noviembre;0 a 5:59;1;JUNIN Y PROVINCIAS UNIDAS;5433295,33;6357022,8
2016;Octubre;0 a 5:59;1;3 DE FEBRERO Y RODRIGUEZ;5438254,23;6354669,21
2016;Agosto;0 a 5:59;1;CARRIEGO Y SANTA FE;5435629,48;6356102,81
2016;Octubre;0 a 5:59;1;FRANCIA Y RIOJA;5437736,94;6355378,92
2016;Diciembre;0 a 5:59;1;DORREGO Y SAN JUAN;5439203,59;6354778,18
2016;marzo;0 a 5:59;1;BARRA Y J J PASO;5433793,765;6357862,3
2016;Junio;0 a 5:59;1;OROÑO Y VIRASORO;5438370,345;6352663,38
2016;Abril;0 a 5:59;1;CARRIEGO Y SANTA FE;5435629,48;6356102,81
2016;Abril;0 a 5:59;1;CAFFERATA Y SEGUI;5436506,48;6351986,325
2016;Diciembre;0 a 5:59;1;JUAN PABLO II Y LAMADRID;5435301.26;6349176.57
2016;Octubre;0 a 5:59;1;OROÑO Y SEGUI;5438161,8;6351644,86
2016;Julio;0 a 5:59;1;BELGRANO Y SARGENTO CABRAL;5440716,36;6355339,25
2016;FEBRERO;0 a 5:59;1;9 DE JULIO Y BALCARCE;5438865,95;6354421,77
2016;Enero;0 a 5:59;1;GALLO 1666;5434096,511;6360897,46
2016;Octubre;0 a 5:59;1;CASIANO CASAS 1851;;
2016;Noviembre;0 a 5:59;1;RONDEAU 2000;5435165,13;6360730,23
2016;Agosto;0 a 5:59;1;SAN MARTIN 1917;5440174,04;6353466,87
2016;Noviembre;0 a 5:59;1;OROÑO 1700;5438683,04;6354021,07
